imageFileCaseLeft,imageFileCaseRight,correctAns,soundQuestions,soundAnswers,block,scaffoldLevel,construction,stimuliCode,nameCode,set,stemCode,group,itemType,distractorItem,objCase,relativeClause,subjSingPlur,objSingPlur,englishPhrase,turkishPhrase,englishNoun,turkishNom,turkishNounCase,grammar,gloss,verb,caseRelative,imageFiles,soundNom,imageNom,imageAnswer,B1preCOMP.thisRepN,B1preCOMP.thisTrialN,B1preCOMP.thisN,B1preCOMP.thisIndex,B2LR1.thisRepN,B2LR1.thisTrialN,B2LR1.thisN,B2LR1.thisIndex,B2CT1.thisRepN,B2CT1.thisTrialN,B2CT1.thisN,B2CT1.thisIndex,B3PT1.thisRepN,B3PT1.thisTrialN,B3PT1.thisN,B3PT1.thisIndex,B3CT2.thisRepN,B3CT2.thisTrialN,B3CT2.thisN,B3CT2.thisIndex,B3LR2.thisRepN,B3LR2.thisTrialN,B3LR2.thisN,B3LR2.thisIndex,B4PT2.thisRepN,B4PT2.thisTrialN,B4PT2.thisN,B4PT2.thisIndex,B4CT3.thisRepN,B4CT3.thisTrialN,B4CT3.thisN,B4CT3.thisIndex,B4LR3.thisRepN,B4LR3.thisTrialN,B4LR3.thisN,B4LR3.thisIndex,B5postCOMP.thisRepN,B5postCOMP.thisTrialN,B5postCOMP.thisN,B5postCOMP.thisIndex,B6vocab.thisRepN,B6vocab.thisTrialN,B6vocab.thisN,B6vocab.thisIndex,compInstr_text.started,compInstr_text.stopped,compInstr_mouse.x,compInstr_mouse.y,compInstr_mouse.leftButton,compInstr_mouse.midButton,compInstr_mouse.rightButton,compInstr_mouse.started,compInstr_mouse.stopped,compDialogue_key.keys,compDialogue_key.corr,compDialogue_key.rt,compDialogue_key.started,compDialogue_key.stopped,compQuestion_sound.started,compQuestion_sound.stopped,compAnswer_sound.started,compAnswer_sound.stopped,compLeft_image.started,compLeft_image.stopped,compRight_image.started,compRight_image.stopped,comp_Left_text.started,comp_Left_text.stopped,comp_Right_text.started,comp_Right_text.stopped,ISI1.started,ISI1.stopped,compFeedback_text.started,compFeedback_text.stopped,compFeedback_leftPolygon.started,compFeedback_leftPolygon.stopped,compFeedback_rightPolygon.started,compFeedback_rightPolygon.stopped,compFeedback_leftImage.started,compFeedback_leftImage.stopped,compFeedback_rightImage.started,compFeedback_rightImage.stopped,compFeedback_sound.started,compFeedback_sound.stopped,ISI3.started,ISI3.stopped,firstInstrB1_text.started,firstInstrB1_text.stopped,firstInstrB1_mouse.x,firstInstrB1_mouse.y,firstInstrB1_mouse.leftButton,firstInstrB1_mouse.midButton,firstInstrB1_mouse.rightButton,firstInstrB1_mouse.started,firstInstrB1_mouse.stopped,DialogueLRq_sound.started,DialogueLRq_sound.stopped,DialogueLR_image.started,DialogueLR_image.stopped,DialogueLRa_sound.started,DialogueLRa_sound.stopped,DialogueLR_mouse.x,DialogueLR_mouse.y,DialogueLR_mouse.leftButton,DialogueLR_mouse.midButton,DialogueLR_mouse.rightButton,DialogueLR_mouse.started,DialogueLR_mouse.stopped,ISI_LR.started,ISI_LR.stopped,firstVoiceRespLR_key.keys,firstVoiceRespLR_key.rt,firstVoiceRespLR_key.started,firstVoiceRespLR_key.stopped,firstVoiceRespLR_mic.filename,firstVoiceRespLR_mic.started,firstVoiceRespLR_mic.stopped,firstVoiceRespLR_text.started,firstVoiceRespLR_text.stopped,firstVoiceRespLR_image.started,firstVoiceRespLR_image.stopped,firstVoiceRespLR_mouse.x,firstVoiceRespLR_mouse.y,firstVoiceRespLR_mouse.leftButton,firstVoiceRespLR_mouse.midButton,firstVoiceRespLR_mouse.rightButton,firstVoiceRespLR_mouse.started,firstVoiceRespLR_mouse.stopped,answerLR_sound.started,answerLR_sound.stopped,answerLR_image.started,answerLR_image.stopped,answerLR_mouse.x,answerLR_mouse.y,answerLR_mouse.leftButton,answerLR_mouse.midButton,answerLR_mouse.rightButton,answerLR_mouse.started,answerLR_mouse.stopped,secondVoiceRespLR_key.keys,secondVoiceRespLR_key.rt,secondVoiceRespLR_key.started,secondVoiceRespLR_key.stopped,secondVoiceRespLR_mic.filename,secondVoiceRespLR_mic.started,secondVoiceRespLR_mic.stopped,secondVoiceRespLR_text.started,secondVoiceRespLR_text.stopped,secondVoiceRespLR_image.started,secondVoiceRespLR_image.stopped,secondVoiceRespLR_mouse.x,secondVoiceRespLR_mouse.y,secondVoiceRespLR_mouse.leftButton,secondVoiceRespLR_mouse.midButton,secondVoiceRespLR_mouse.rightButton,secondVoiceRespLR_mouse.started,secondVoiceRespLR_mouse.stopped,prodInstr_text.started,prodInstr_text.stopped,prodInstr_mouse.x,prodInstr_mouse.y,prodInstr_mouse.leftButton,prodInstr_mouse.midButton,prodInstr_mouse.rightButton,prodInstr_mouse.started,prodInstr_mouse.stopped,prodNom_sound.started,prodNom_sound.stopped,prodNom_image.started,prodNom_image.stopped,prodNom_mouse.x,prodNom_mouse.y,prodNom_mouse.leftButton,prodNom_mouse.midButton,prodNom_mouse.rightButton,prodNom_mouse.started,prodNom_mouse.stopped,ISI_prod.started,ISI_prod.stopped,prodQuestion_sound.started,prodQuestion_sound.stopped,prodQuestion_image.started,prodQuestion_image.stopped,prodQuestion_mouse.x,prodQuestion_mouse.y,prodQuestion_mouse.leftButton,prodQuestion_mouse.midButton,prodQuestion_mouse.rightButton,prodQuestion_mouse.started,prodQuestion_mouse.stopped,prodAnswer_key.keys,prodAnswer_key.rt,prodAnswer_key.started,prodAnswer_key.stopped,prodAnswer_mic.filename,prodAnswer_mic.started,prodAnswer_mic.stopped,prodAnswer_text.started,prodAnswer_text.stopped,prodAnswer_image.started,prodAnswer_image.stopped,prodAnswer_mouse.x,prodAnswer_mouse.y,prodAnswer_mouse.leftButton,prodAnswer_mouse.midButton,prodAnswer_mouse.rightButton,prodAnswer_mouse.started,prodAnswer_mouse.stopped,prodFeedback_sound.started,prodFeedback_sound.stopped,prodFeedback_image.started,prodFeedback_image.stopped,prodFeedback_mouse.x,prodFeedback_mouse.y,prodFeedback_mouse.leftButton,prodFeedback_mouse.midButton,prodFeedback_mouse.rightButton,prodFeedback_mouse.started,prodFeedback_mouse.stopped,prodAnswerSecond_key.keys,prodAnswerSecond_key.rt,prodAnswerSecond_key.started,prodAnswerSecond_key.stopped,prodAnswerSecond_mic.filename,prodAnswerSecond_mic.started,prodAnswerSecond_mic.stopped,prodAnswerSecond_text.started,prodAnswerSecond_text.stopped,prodAnswerSecond_image.started,prodAnswerSecond_image.stopped,prodAnswerSecond_mouse.x,prodAnswerSecond_mouse.y,prodAnswerSecond_mouse.leftButton,prodAnswerSecond_mouse.midButton,prodAnswerSecond_mouse.rightButton,prodAnswerSecond_mouse.started,prodAnswerSecond_mouse.stopped,vocabInstr_text.started,vocabInstr_text.stopped,vocabInstr_mouse.x,vocabInstr_mouse.y,vocabInstr_mouse.leftButton,vocabInstr_mouse.midButton,vocabInstr_mouse.rightButton,vocabInstr_mouse.started,vocabInstr_mouse.stopped,vocabAnswer_key.keys,vocabAnswer_key.started,vocabAnswer_key.stopped,vocabAnswer_mic.filename,vocabAnswer_mic.started,vocabAnswer_mic.stopped,vocabAnswer_text.started,vocabAnswer_text.stopped,vocabAnswer_image.started,vocabAnswer_image.stopped,vocabAnswer_mouse.x,vocabAnswer_mouse.y,vocabAnswer_mouse.leftButton,vocabAnswer_mouse.midButton,vocabAnswer_mouse.rightButton,vocabAnswer_mouse.started,vocabAnswer_mouse.stopped,ISI_vocab.started,ISI_vocab.stopped,endThanks_text.started,endThanks_text.stopped,endThanks_key.keys,endThanks_key.rt,endThanks_key.started,endThanks_key.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,SoundFiles/SoundQuestions/qAP,SoundFiles/SoundAnswers/GAblNonePlurSing/G18,2,3,G,G18,G18yatakBed,k,1,LR1,,,ABL,NONE,PLUR,SING,the goats are coming from the bed,keçi-ler yatak-tan geliyor,bed,yatak,yataktan,"pl subj, sing obj",goat-PL obj-ABL is.coming,come,,ImageFiles/GAblNonePlurSing/G18yatakBed.png,,,,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0785118999775,None,593.0785118999775,None,598.076683799969,None,-0.3375,-0.658203125,1,0,0,7.508003800001461,None,0.0069015000481158495,None,q,4.285372799960896,602.0085771000013,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899090.995.wav,0.5137990000075661,None,602.0085771000013,None,602.0085771000013,None,-0.2984375,-0.591796875,1,0,0,7.511253000004217,None,609.9057276999811,None,609.9057276999811,None,-0.24375,-0.14453125,1,0,0,2.0108700999990106,None,q,4.273515100008808,614.0042533999658,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899102.990.wav,0.5131343000102788,None,614.0042533999658,None,614.0042533999658,None,-0.328125,-0.0859375,1,0,0,7.510570499987807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDS,SoundFiles/SoundAnswers/DDatNoneSingPlur/D12,2,2,D,D12,D12sobaStove,a,2,Res2,,,DAT,NONE,SING,PLUR,the goat is going to the stoves,keçi soba-lar-a gidiyor,stoves,soba,sobalara,"sing subj, pl obj",goat obj-PL-DAT is.going,go,,ImageFiles/DDatNoneSingPlur/D12sobaStove.png,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.6181970000034,None,621.6181970000034,None,626.6163737999741,None,0.025,-0.45703125,1,0,0,7.508616700011771,None,0.006155500013846904,None,q,3.808110000041779,630.5816307999776,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899119.567.wav,0.5130652000079863,None,630.5816307999776,None,630.5816307999776,None,-0.315625,-0.349609375,1,0,0,7.510613900027238,None,638.8619763999595,None,638.8619763999595,None,-0.6953125,-0.640625,1,0,0,2.011172099970281,None,q,3.5164536999654956,642.9771881999914,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899131.963.wav,0.5139853000291623,None,642.9771881999914,None,642.9771881999914,None,-0.2453125,-0.30078125,1,0,0,7.511411800049245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAS,SoundFiles/SoundAnswers/EAblNoneSingPlur/E28,2,2,E,E28,E28vidaScrew,a,2,Res2,,,ABL,NONE,SING,PLUR,the goat is coming from the screws,keçi vida-lar-dan geliyor,screws,vida,vidalardan,"sing subj, pl obj",goat obj-PL-ABL is.coming,come,,ImageFiles/EAblNoneSingPlur/E28vidaScrew.png,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.2242336999625,None,651.2242336999625,None,656.2224044000031,None,-0.334375,-0.46484375,1,0,0,7.5083240999956615,None,0.006125100015196949,None,q,3.9152119999635033,660.1542920999927,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899148.140.wav,0.5134184000198729,None,660.1542920999927,None,660.1542920999927,None,-0.184375,-0.4453125,1,0,0,7.510922799992841,None,667.7015633999836,None,667.7015633999836,None,-0.640625,-0.58203125,1,0,0,2.011123099946417,None,q,5.828052399971057,671.6334661999717,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899160.620.wav,0.5138414000393823,None,671.6334661999717,None,671.6334661999717,None,-0.63125,-0.580078125,1,0,0,7.511307200009469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAP,SoundFiles/SoundAnswers/GAblNonePlurSing/G11,2,3,G,G11,G11pusulaCompass,a,2,Res2,,,ABL,NONE,PLUR,SING,the goats are coming from the compass,keçi-ler pusula-dan geliyor,compass,pusula,pusuladan,"pl subj, sing obj",goat-PL obj-ABL is.coming,come,,ImageFiles/GAblNonePlurSing/G11pusulaCompass.png,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.7139629999874,None,679.7139629999874,None,684.7121488999692,None,0.196875,-0.583984375,1,0,0,7.508349200012162,None,0.006190299987792969,None,q,4.590181400009897,688.9272590999608,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899177.913.wav,0.5129514000145718,None,688.9272590999608,None,688.9272590999608,None,-0.0890625,-0.416015625,1,0,0,7.510420600010548,None,696.8244362999685,None,696.8244362999685,None,-0.8578125,-0.822265625,1,0,0,2.011120099981781,None,q,4.323814900009893,701.0895683999988,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899189.075.wav,0.5140964000020176,None,701.0895683999988,None,701.0895683999988,None,-0.1125,-0.4296875,1,0,0,7.5115551999770105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDS,SoundFiles/SoundAnswers/DDatNoneSingPlur/D22,2,2,D,D22,D22gömlekShirt,k,9,Res2,,,DAT,NONE,SING,PLUR,the goat is going to the shirts,keçi gömlek-ler-e gidiyor,shirts,gömlek,gömleklere,"sing subj, pl obj",goat obj-PL-DAT is.going,go,,ImageFiles/DDatNoneSingPlur/D22gömlekShirt.png,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.7031229999848,None,709.7031229999848,None,714.7013208999997,None,-0.1015625,-0.44140625,1,0,0,7.508286399999633,None,0.006280099973082542,None,q,4.804145900008734,718.633214099973,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899207.619.wav,0.5135816999827512,None,718.633214099973,None,718.633214099973,None,-0.30625,-0.423828125,1,0,0,7.511035199975595,None,726.7136547999689,None,726.7136547999689,None,-0.2109375,-0.234375,1,0,0,2.010656200000085,None,q,6.466603999957442,730.9787900999654,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899219.964.wav,0.5140925999730825,None,730.9787900999654,None,730.9787900999654,None,-0.3046875,-0.431640625,1,0,0,7.511582400009502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAS,SoundFiles/SoundAnswers/EAblNoneSingPlur/E22,2,2,E,E22,E22gömlekShirt,k,9,LR1,,,ABL,NONE,SING,PLUR,the goat is coming from the shirts,keçi gömlek-ler-den geliyor,shirts,gömlek,gömleklerden,"sing subj, pl obj",goat obj-PL-ABL is.coming,come,,ImageFiles/EAblNoneSingPlur/E22gömlekShirt.png,,,,,,,,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8089261999703,None,739.8089261999703,None,744.8071699999855,None,-0.3015625,-0.462890625,1,0,0,7.5080599000211805,None,0.007189599971752614,None,q,5.065165899985004,749.7720321000088,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899238.758.wav,0.5133705000043847,None,749.7720321000088,None,749.7720321000088,None,-0.040625,-0.400390625,1,0,0,7.510825899953488,None,758.0357110999757,None,758.0357110999757,None,-0.18125,-0.490234375,1,0,0,2.010392000025604,None,q,4.123945700004697,765.2332069000113,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899253.218.wav,0.5132462999899872,None,765.2332069000113,None,765.2332069000113,None,-0.2421875,-0.421875,1,0,0,7.510751400026493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDP,SoundFiles/SoundAnswers/FDatNonePlurSing/F33,2,3,F,F33,F33omurgaSpine,a,2,Res2,,,DAT,NONE,PLUR,SING,the goats are going to the spine,keçi-ler omurga-ya gidiyor,spine,omurga,omurgaya,"pl subj, sing obj",goat-PL obj-DAT is.going,go,,ImageFiles/FDatNonePlurSing/F33omurgaSpine.png,,,,,,,,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.1802383000031,None,773.1802383000031,None,778.1784310999792,None,-0.0515625,-0.330078125,1,0,0,7.508016800042242,None,0.007019000011496246,None,q,5.9274738999665715,782.2936223999714,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899270.279.wav,0.5137570000370033,None,782.2936223999714,None,782.2936223999714,None,-0.034375,-0.359375,1,0,0,7.511227500042878,None,792.1900807999773,None,792.1900807999773,None,-0.3421875,-0.357421875,1,0,0,2.010720099962782,None,q,4.345397699973546,797.1716116999742,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899285.157.wav,0.5141852000379004,None,797.1716116999742,None,797.1716116999742,None,0.115625,-0.21484375,1,0,0,7.511644100013655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDP,SoundFiles/SoundAnswers/FDatNonePlurSing/F08,2,3,F,F08,F08kasaSafe,a,2,LR1,,,DAT,NONE,PLUR,SING,the goats are going to the Safe,keçi-ler kasa-ya gidiyor,Safe,kasa,kasaya,"pl subj, sing obj",goat-PL obj-DAT is.going,go,,ImageFiles/FDatNonePlurSing/F08kasaSafe.png,,,,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.2686791999731,None,805.2686791999731,None,810.2668834999786,None,-0.2265625,-0.068359375,1,0,0,7.5087114999769256,None,0.006552900013048202,None,q,4.264234200003557,814.5486728000105,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899303.535.wav,0.5137429000460543,None,814.5486728000105,None,814.5486728000105,None,-0.1921875,-0.30859375,1,0,0,7.511202300025616,None,822.6124175000004,None,822.6124175000004,None,-0.3140625,-0.29296875,1,0,0,2.0107880999566987,None,q,4.4030338999582455,827.3940242999815,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899316.380.wav,0.5137359999935143,None,827.3940242999815,None,827.3940242999815,None,-0.203125,-0.388671875,1,0,0,7.511208200012334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDP,SoundFiles/SoundAnswers/FDatNonePlurSing/F21,2,3,F,F21,F21çiçekFlower,k,9,Res2,,,DAT,NONE,PLUR,SING,the goats are going to the flower,keçi-ler çiçeğ-e gidiyor,flower,çiçek,çiçeğe,"pl subj, sing obj",goat-PL obj-DAT is.going,go,,ImageFiles/FDatNonePlurSing/F21çiçekFlower.png,,,,,,,,0,13,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.4744616000098,None,835.4744616000098,None,840.4726890999591,None,-0.3828125,-0.154296875,1,0,0,7.508096700010356,None,0.006699300021864474,None,q,4.500271400029305,844.5045153999818,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899333.490.wav,0.5128073000232689,None,844.5045153999818,None,844.5045153999818,None,-0.2828125,-0.4453125,1,0,0,7.510270999977365,None,852.2351072999882,None,852.2351072999882,None,-0.303125,-0.345703125,1,0,0,2.0111859999597073,None,q,3.1137648000149056,856.0670358999632,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899344.052.wav,0.5138302000123076,None,856.0670358999632,None,856.0670358999632,None,-0.190625,-0.322265625,1,0,0,7.51133700000355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAS,SoundFiles/SoundAnswers/EAblNoneSingPlur/E03,2,2,E,E03,E03arabaCar,a,2,LR1,,,ABL,NONE,SING,PLUR,the goat is coming from the cars,keçi araba-lar-dan geliyor,cars,araba,arabalardan,"sing subj, pl obj",goat obj-PL-ABL is.coming,come,,ImageFiles/EAblNoneSingPlur/E03arabaCar.png,,,,,,,,0,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.1974095999612,None,864.1974095999612,None,869.1956085999846,None,-0.2546875,-0.474609375,1,0,0,7.508738000004087,None,0.006775000016205013,None,q,5.594682899944019,873.5940084999893,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899362.580.wav,0.5133695999975316,None,873.5940084999893,None,873.5940084999893,None,-0.2625,-0.421875,1,0,0,7.510770499997307,None,882.640787399956,None,882.640787399956,None,-0.3125,-0.474609375,1,0,0,2.0109330999548547,None,q,5.38942030002363,886.8392491999548,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899375.825.wav,0.5141479000449181,None,886.8392491999548,None,886.8392491999548,None,-0.3046875,-0.44140625,1,0,0,7.511604700004682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
