imageFileCaseLeft,imageFileCaseRight,correctAns,soundQuestions,soundAnswers,block,scaffoldLevel,construction,stimuliCode,nameCode,set,stemCode,group,itemType,distractorItem,objCase,relativeClause,subjSingPlur,objSingPlur,englishPhrase,turkishPhrase,englishNoun,turkishNom,turkishNounCase,grammar,gloss,verb,caseRelative,imageFiles,soundNom,imageNom,imageAnswer,B1preCOMP.thisRepN,B1preCOMP.thisTrialN,B1preCOMP.thisN,B1preCOMP.thisIndex,B2LR1.thisRepN,B2LR1.thisTrialN,B2LR1.thisN,B2LR1.thisIndex,B2CT1.thisRepN,B2CT1.thisTrialN,B2CT1.thisN,B2CT1.thisIndex,B3PT1.thisRepN,B3PT1.thisTrialN,B3PT1.thisN,B3PT1.thisIndex,B3CT2.thisRepN,B3CT2.thisTrialN,B3CT2.thisN,B3CT2.thisIndex,B3LR2.thisRepN,B3LR2.thisTrialN,B3LR2.thisN,B3LR2.thisIndex,B4PT2.thisRepN,B4PT2.thisTrialN,B4PT2.thisN,B4PT2.thisIndex,B4CT3.thisRepN,B4CT3.thisTrialN,B4CT3.thisN,B4CT3.thisIndex,B4LR3.thisRepN,B4LR3.thisTrialN,B4LR3.thisN,B4LR3.thisIndex,B5postCOMP.thisRepN,B5postCOMP.thisTrialN,B5postCOMP.thisN,B5postCOMP.thisIndex,B6vocab.thisRepN,B6vocab.thisTrialN,B6vocab.thisN,B6vocab.thisIndex,compInstr_text.started,compInstr_text.stopped,compInstr_mouse.x,compInstr_mouse.y,compInstr_mouse.leftButton,compInstr_mouse.midButton,compInstr_mouse.rightButton,compInstr_mouse.started,compInstr_mouse.stopped,compDialogue_key.keys,compDialogue_key.corr,compDialogue_key.rt,compDialogue_key.started,compDialogue_key.stopped,compQuestion_sound.started,compQuestion_sound.stopped,compAnswer_sound.started,compAnswer_sound.stopped,compLeft_image.started,compLeft_image.stopped,compRight_image.started,compRight_image.stopped,comp_Left_text.started,comp_Left_text.stopped,comp_Right_text.started,comp_Right_text.stopped,ISI1.started,ISI1.stopped,compFeedback_text.started,compFeedback_text.stopped,compFeedback_leftPolygon.started,compFeedback_leftPolygon.stopped,compFeedback_rightPolygon.started,compFeedback_rightPolygon.stopped,compFeedback_leftImage.started,compFeedback_leftImage.stopped,compFeedback_rightImage.started,compFeedback_rightImage.stopped,compFeedback_sound.started,compFeedback_sound.stopped,ISI3.started,ISI3.stopped,firstInstrB1_text.started,firstInstrB1_text.stopped,firstInstrB1_mouse.x,firstInstrB1_mouse.y,firstInstrB1_mouse.leftButton,firstInstrB1_mouse.midButton,firstInstrB1_mouse.rightButton,firstInstrB1_mouse.started,firstInstrB1_mouse.stopped,DialogueLRq_sound.started,DialogueLRq_sound.stopped,DialogueLR_image.started,DialogueLR_image.stopped,DialogueLRa_sound.started,DialogueLRa_sound.stopped,DialogueLR_mouse.x,DialogueLR_mouse.y,DialogueLR_mouse.leftButton,DialogueLR_mouse.midButton,DialogueLR_mouse.rightButton,DialogueLR_mouse.started,DialogueLR_mouse.stopped,ISI_LR.started,ISI_LR.stopped,firstVoiceRespLR_key.keys,firstVoiceRespLR_key.rt,firstVoiceRespLR_key.started,firstVoiceRespLR_key.stopped,firstVoiceRespLR_mic.filename,firstVoiceRespLR_mic.started,firstVoiceRespLR_mic.stopped,firstVoiceRespLR_text.started,firstVoiceRespLR_text.stopped,firstVoiceRespLR_image.started,firstVoiceRespLR_image.stopped,firstVoiceRespLR_mouse.x,firstVoiceRespLR_mouse.y,firstVoiceRespLR_mouse.leftButton,firstVoiceRespLR_mouse.midButton,firstVoiceRespLR_mouse.rightButton,firstVoiceRespLR_mouse.started,firstVoiceRespLR_mouse.stopped,answerLR_sound.started,answerLR_sound.stopped,answerLR_image.started,answerLR_image.stopped,answerLR_mouse.x,answerLR_mouse.y,answerLR_mouse.leftButton,answerLR_mouse.midButton,answerLR_mouse.rightButton,answerLR_mouse.started,answerLR_mouse.stopped,secondVoiceRespLR_key.keys,secondVoiceRespLR_key.rt,secondVoiceRespLR_key.started,secondVoiceRespLR_key.stopped,secondVoiceRespLR_mic.filename,secondVoiceRespLR_mic.started,secondVoiceRespLR_mic.stopped,secondVoiceRespLR_text.started,secondVoiceRespLR_text.stopped,secondVoiceRespLR_image.started,secondVoiceRespLR_image.stopped,secondVoiceRespLR_mouse.x,secondVoiceRespLR_mouse.y,secondVoiceRespLR_mouse.leftButton,secondVoiceRespLR_mouse.midButton,secondVoiceRespLR_mouse.rightButton,secondVoiceRespLR_mouse.started,secondVoiceRespLR_mouse.stopped,prodInstr_text.started,prodInstr_text.stopped,prodInstr_mouse.x,prodInstr_mouse.y,prodInstr_mouse.leftButton,prodInstr_mouse.midButton,prodInstr_mouse.rightButton,prodInstr_mouse.started,prodInstr_mouse.stopped,prodNom_sound.started,prodNom_sound.stopped,prodNom_image.started,prodNom_image.stopped,prodNom_mouse.x,prodNom_mouse.y,prodNom_mouse.leftButton,prodNom_mouse.midButton,prodNom_mouse.rightButton,prodNom_mouse.started,prodNom_mouse.stopped,ISI_prod.started,ISI_prod.stopped,prodQuestion_sound.started,prodQuestion_sound.stopped,prodQuestion_image.started,prodQuestion_image.stopped,prodQuestion_mouse.x,prodQuestion_mouse.y,prodQuestion_mouse.leftButton,prodQuestion_mouse.midButton,prodQuestion_mouse.rightButton,prodQuestion_mouse.started,prodQuestion_mouse.stopped,prodAnswer_key.keys,prodAnswer_key.rt,prodAnswer_key.started,prodAnswer_key.stopped,prodAnswer_mic.filename,prodAnswer_mic.started,prodAnswer_mic.stopped,prodAnswer_text.started,prodAnswer_text.stopped,prodAnswer_image.started,prodAnswer_image.stopped,prodAnswer_mouse.x,prodAnswer_mouse.y,prodAnswer_mouse.leftButton,prodAnswer_mouse.midButton,prodAnswer_mouse.rightButton,prodAnswer_mouse.started,prodAnswer_mouse.stopped,prodFeedback_sound.started,prodFeedback_sound.stopped,prodFeedback_image.started,prodFeedback_image.stopped,prodFeedback_mouse.x,prodFeedback_mouse.y,prodFeedback_mouse.leftButton,prodFeedback_mouse.midButton,prodFeedback_mouse.rightButton,prodFeedback_mouse.started,prodFeedback_mouse.stopped,prodAnswerSecond_key.keys,prodAnswerSecond_key.rt,prodAnswerSecond_key.started,prodAnswerSecond_key.stopped,prodAnswerSecond_mic.filename,prodAnswerSecond_mic.started,prodAnswerSecond_mic.stopped,prodAnswerSecond_text.started,prodAnswerSecond_text.stopped,prodAnswerSecond_image.started,prodAnswerSecond_image.stopped,prodAnswerSecond_mouse.x,prodAnswerSecond_mouse.y,prodAnswerSecond_mouse.leftButton,prodAnswerSecond_mouse.midButton,prodAnswerSecond_mouse.rightButton,prodAnswerSecond_mouse.started,prodAnswerSecond_mouse.stopped,vocabInstr_text.started,vocabInstr_text.stopped,vocabInstr_mouse.x,vocabInstr_mouse.y,vocabInstr_mouse.leftButton,vocabInstr_mouse.midButton,vocabInstr_mouse.rightButton,vocabInstr_mouse.started,vocabInstr_mouse.stopped,vocabAnswer_key.keys,vocabAnswer_key.started,vocabAnswer_key.stopped,vocabAnswer_mic.filename,vocabAnswer_mic.started,vocabAnswer_mic.stopped,vocabAnswer_text.started,vocabAnswer_text.stopped,vocabAnswer_image.started,vocabAnswer_image.stopped,vocabAnswer_mouse.x,vocabAnswer_mouse.y,vocabAnswer_mouse.leftButton,vocabAnswer_mouse.midButton,vocabAnswer_mouse.rightButton,vocabAnswer_mouse.started,vocabAnswer_mouse.stopped,ISI_vocab.started,ISI_vocab.stopped,endThanks_text.started,endThanks_text.stopped,endThanks_key.keys,endThanks_key.rt,endThanks_key.started,endThanks_key.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ImageFiles/FDatNonePlurSing/F33omurgaSpine.png,ImageFiles/HDatNonePlurPlur/H33omurgaSpine.png,left,SoundFiles/SoundQuestions/qDP,SoundFiles/SoundAnswers/FDatNonePlurSing/F33,1,3,F,F33,F33omurgaSpine,a,2,Res2,OC,H33,DAT,NONE,PLUR,SING,the goats are going to the spine,keçi-ler omurga-ya gidiyor,spine,omurga,omurgaya,"pl subj, sing obj",goat-PL obj-DAT is.going,go,DAT,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,3.015366300009191,255.99985229998128,None,250.00199359998805,None,255.00020010001026,None,250.00199359998805,None,250.00199359998805,None,250.00199359998805,None,250.00199359998805,None,0.006726299994625151,None,259.54861379996873,None,259.54861379996873,None,259.54861379996873,None,259.54861379996873,None,259.54861379996873,None,259.54861379996873,None,0.003551800036802888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
ImageFiles/GAblNonePlurSing/G19uçakAirplane.png,ImageFiles/FDatNonePlurSing/F19uçakAirplane.png,left,SoundFiles/SoundQuestions/qAP,SoundFiles/SoundAnswers/GAblNonePlurSing/G19,1,3,G,G19,G19uçakAirplane,k,1,Res2,CC,F19,ABL,NONE,PLUR,SING,the goats are coming from the airplane,keçi-ler uçak-tan geliyor,airplane,uçak,uçaktan,"pl subj, sing obj",goat-PL obj-ABL is.coming,come,ABL,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,3.4586832000059076,271.0444680000073,None,265.0465823999839,None,270.04481569997733,None,265.0465823999839,None,265.0465823999839,None,265.0465823999839,None,265.0465823999839,None,0.007080599956680089,None,275.0429718999658,None,275.0429718999658,None,275.0429718999658,None,275.0429718999658,None,275.0429718999658,None,275.0429718999658,None,0.0033439999679103494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
ImageFiles/FDatNonePlurSing/F11pusulaCompass.png,ImageFiles/GAblNonePlurSing/G11pusulaCompass.png,right,SoundFiles/SoundQuestions/qAP,SoundFiles/SoundAnswers/GAblNonePlurSing/G11,1,3,G,G11,G11pusulaCompass,a,2,Res2,CC,F11,ABL,NONE,PLUR,SING,the goats are coming from the compass,keçi-ler pusula-dan geliyor,compass,pusula,pusuladan,"pl subj, sing obj",goat-PL obj-ABL is.coming,come,ABL,,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,3.2122262000339106,286.5388609999791,None,280.5410602999618,None,285.5392215999891,None,280.5410602999618,None,280.5410602999618,None,280.5410602999618,None,280.5410602999618,None,0.006617999984882772,None,290.2874726000009,None,290.2874726000009,None,290.2874726000009,None,290.2874726000009,None,290.2874726000009,None,290.2874726000009,None,0.0031719999969936907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
ImageFiles/GAblNonePlurSing/G21çiçekFlower.png,ImageFiles/FDatNonePlurSing/F21çiçekFlower.png,right,SoundFiles/SoundQuestions/qDP,SoundFiles/SoundAnswers/FDatNonePlurSing/F21,1,3,F,F21,F21çiçekFlower,k,9,Res2,CC,G21,DAT,NONE,PLUR,SING,the goats are going to the flower,keçi-ler çiçeğ-e gidiyor,flower,çiçek,çiçeğe,"pl subj, sing obj",goat-PL obj-DAT is.going,go,DAT,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,3.415661600010935,301.78336780000245,None,295.7855145999929,None,300.7837088999804,None,295.7855145999929,None,295.7855145999929,None,295.7855145999929,None,295.7855145999929,None,0.006582500005606562,None,305.731931599963,None,305.731931599963,None,305.731931599963,None,305.731931599963,None,305.731931599963,None,305.731931599963,None,0.0033455000375397503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
ImageFiles/DDatNoneSingPlur/D37tarakComb.png,ImageFiles/EAblNoneSingPlur/E37tarakComb.png,left,SoundFiles/SoundQuestions/qDS,SoundFiles/SoundAnswers/DDatNoneSingPlur/D37,1,2,D,D37,D37tarakComb,k,1,Res1a,CC,E37,DAT,NONE,SING,PLUR,the goat is going to the combs,keçi tarak-lar-a gidiyor,combs,tarak,taraklara,"sing subj, pl obj",goat obj-PL-DAT is.going,go,DAT,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.2911826000199653,317.2278193999664,None,311.22998319996987,None,316.22819569997955,None,311.22998319996987,None,311.22998319996987,None,311.22998319996987,None,311.22998319996987,None,0.006847799988463521,None,320.0601092999568,None,320.0601092999568,None,320.0601092999568,None,320.0601092999568,None,320.0601092999568,None,320.0601092999568,None,0.003835399984382093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
ImageFiles/DDatNoneSingPlur/D12sobaStove.png,ImageFiles/BDatNoneSingSing/B12sobaStove.png,left,SoundFiles/SoundQuestions/qDS,SoundFiles/SoundAnswers/DDatNoneSingPlur/D12,1,2,D,D12,D12sobaStove,a,2,Res2,OC,B12,DAT,NONE,SING,PLUR,the goat is going to the stoves,keçi soba-lar-a gidiyor,stoves,soba,sobalara,"sing subj, pl obj",goat obj-PL-DAT is.going,go,DAT,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,3.146899499988649,331.5560339000076,None,325.558157499996,None,330.55633029999444,None,325.558157499996,None,325.558157499996,None,325.558157499996,None,325.558157499996,None,0.006219399976544082,None,335.23799210001016,None,335.23799210001016,None,335.23799210001016,None,335.23799210001016,None,335.23799210001016,None,335.23799210001016,None,0.0035017000045627356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
ImageFiles/EAblNoneSingPlur/E08kasaSafe.png,ImageFiles/DDatNoneSingPlur/D08kasaSafe.png,right,SoundFiles/SoundQuestions/qDS,SoundFiles/SoundAnswers/DDatNoneSingPlur/D08,1,2,D,D08,D08kasaSafe,a,2,Res1b,CC,E08,DAT,NONE,SING,PLUR,the goat is going to the safes,keçi kasa-lar-a gidiyor,safes,kasa,kasalara,"sing subj, pl obj",goat obj-PL-DAT is.going,go,DAT,,,,,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,3.2809668999980204,346.73385999997845,None,340.7359979999601,None,345.7342822999926,None,340.7359979999601,None,340.7359979999601,None,340.7359979999601,None,340.7359979999601,None,0.0061916999984532595,None,350.54912469995907,None,350.54912469995907,None,350.54912469995907,None,350.54912469995907,None,350.54912469995907,None,350.54912469995907,None,0.00334689998999238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.5806651999592,None,-0.2859375,-0.359375,1,0,0,2.8499984182417393e-05,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAP,SoundFiles/SoundAnswers/GAblNonePlurSing/G12,2,3,G,G12,G12sobaStove,a,2,LR1,,,ABL,NONE,PLUR,SING,the goats are coming from the stove,keçi-ler soba-dan geliyor,stove,soba,sobadan,"pl subj, sing obj",goat-PL obj-ABL is.coming,come,,ImageFiles/GAblNonePlurSing/G12sobaStove.png,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.5905866000103,None,420.5905866000103,None,425.5888015999808,None,-0.3078125,0.17578125,1,0,0,7.514356599946041,None,0.01837029994931072,None,q,23.831013400049414,431.10344559996156,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572898919.090.wav,0.5126480999751948,None,431.10344559996156,None,431.10344559996156,None,-0.0296875,-0.0859375,1,0,0,7.510123499960173,None,455.9611836000113,None,455.9611836000113,None,-0.1765625,-0.0859375,1,0,0,2.0097241000039503,None,q,4.634734900027979,460.0596854999894,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572898948.045.wav,0.5128061000141315,None,460.0596854999894,None,460.0596854999894,None,-0.1796875,-0.365234375,1,0,0,7.510266800003592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDP,SoundFiles/SoundAnswers/FDatNonePlurSing/F37,2,3,F,F37,F37tarakComb,k,1,LR1,,,DAT,NONE,PLUR,SING,the goats are going to the comb,keçi-ler tarağ-a gidiyor,comb,tarak,tarağa,"pl subj, sing obj",goat-PL obj-DAT is.going,go,,ImageFiles/FDatNonePlurSing/F37tarakComb.png,,,,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.30456499999855,None,474.30456499999855,None,479.30278809997253,None,-0.51875,-0.18359375,1,0,0,7.507204799971078,None,0.007571199967060238,None,q,4.255633199994918,483.3346554999589,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572898971.320.wav,0.5134954000241123,None,483.3346554999589,None,483.3346554999589,None,-0.2640625,-0.37890625,1,0,0,7.510944799985737,None,491.5817225999781,None,491.5817225999781,None,-0.5046875,-0.552734375,1,0,0,2.0106998999835923,None,q,4.218188699975144,495.98008289997233,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572898984.966.wav,0.5118083999841474,None,495.98008289997233,None,495.98008289997233,None,-0.278125,-0.384765625,1,0,0,7.509262699983083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qDS,SoundFiles/SoundAnswers/DDatNoneSingPlur/D06,2,2,D,D06,D06havzaBasin,a,2,LR1,,,DAT,NONE,SING,PLUR,the goat is going to the basins,keçi havza-lar-a gidiyor,basins,havza,havzalara,"sing subj, pl obj",goat obj-PL-DAT is.going,go,,ImageFiles/DDatNoneSingPlur/D06havzaBasin.png,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.9605597999762,None,503.9605597999762,None,508.9587716999813,None,-0.303125,-0.533203125,1,0,0,7.508385599998292,None,0.006196899979840964,None,q,4.2331102000316605,513.5570887000067,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899002.543.wav,0.5133705000043847,None,513.5570887000067,None,513.5570887000067,None,-0.2546875,-0.48828125,1,0,0,7.510843999974895,None,521.4875495999586,None,521.4875495999586,None,-0.3125,-0.728515625,1,0,0,2.011099199997261,None,q,3.949560399982147,525.5527850000071,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899014.538.wav,0.5133345000213012,None,525.5527850000071,None,525.5527850000071,None,-0.278125,-0.50390625,1,0,0,7.510829399980139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAS,SoundFiles/SoundAnswers/EAblNoneSingPlur/E18,2,2,E,E18,E18yatakBed,k,1,Res2,,,ABL,NONE,SING,PLUR,the goat is coming from the beds,keçi yatak-lar-dan geliyor,beds,yatak,yataklardan,"sing subj, pl obj",goat obj-PL-ABL is.coming,come,,ImageFiles/EAblNoneSingPlur/E18yatakBed.png,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.9830546999583,None,533.9830546999583,None,538.9813134999713,None,-0.196875,-0.7109375,1,0,0,7.5086014999542385,None,0.006972000002861023,None,q,4.224279399961233,543.4297192000085,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899032.416.wav,0.5137189000379294,None,543.4297192000085,None,543.4297192000085,None,-0.1265625,-0.38671875,1,0,0,7.511207900010049,None,551.293521399959,None,551.293521399959,None,-0.5984375,-0.6875,1,0,0,2.0109270999673754,None,q,4.084083799971268,555.6419587999699,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899044.628.wav,0.5142125000129454,None,555.6419587999699,None,555.6419587999699,None,-0.1703125,-0.4375,1,0,0,7.511706600023899,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
,,,SoundFiles/SoundQuestions/qAP,SoundFiles/SoundAnswers/GAblNonePlurSing/G19,2,3,G,G19,G19uçakAirplane,k,1,Res2,,,ABL,NONE,PLUR,SING,the goats are coming from the airplane,keçi-ler uçak-tan geliyor,airplane,uçak,uçaktan,"pl subj, sing obj",goat-PL obj-ABL is.coming,come,,ImageFiles/GAblNonePlurSing/G19uçakAirplane.png,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.4558242000057,None,563.4558242000057,None,568.4540152999689,None,-0.2890625,-0.56640625,1,0,0,7.508715399948414,None,0.006277299951761961,None,q,3.8958844000007957,572.0860191999818,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\firstVoiceRespLR_mic-1572899060.071.wav,0.5125937000266276,None,572.0860191999818,None,572.0860191999818,None,-0.14375,-0.22265625,1,0,0,7.510094499972183,None,579.9332288999576,None,579.9332288999576,None,-0.8609375,-0.431640625,1,0,0,2.01113970001461,None,q,3.516385699971579,584.2816642000107,None,C:\Users\patricia.brooks\Desktop\Maya Experiment\Psychopy Files\Dropbox\MAYA Turkish Project\TurkishExperiments\TestRunFolder_P3\data/025_BLUE_092419_2019_Nov_04_1514_wav\secondVoiceRespLR_mic-1572899072.267.wav,0.5132946000085212,None,584.2816642000107,None,584.2816642000107,None,0.0078125,-0.380859375,1,0,0,7.5107661000220105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2019_Nov_04_1514,BLUE_092419,3.1.5,60.02076718286812,
